incident_id,machine_id,severity,shift,type_surchauffe,type_baisse_pression,type_vibration,type_bruit_mecanique,type_surconsommation,type_blocage_mecanique,type_alarme_capteur,type_arret_urgence,type_defaut_qualite,incident_at_source
INC-000040,MACH-06,3,apres-midi,False,True,False,False,False,False,False,False,False,2025-06-14 20:54:00
INC-000041,MACH-14,2,apres-midi,True,False,False,False,False,False,False,False,False,2025-06-14 21:14:00
INC-000042,MACH-04,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-06-14 21:27:00
INC-000043,MACH-01,2,nuit,True,False,False,False,False,False,False,False,False,2025-06-15 00:07:00
INC-000044,MACH-05,3,nuit,False,False,False,False,False,False,True,False,False,2025-06-15 01:31:00
INC-000045,MACH-05,3,nuit,False,False,False,False,False,False,True,False,False,2025-06-15 01:43:00
INC-000046,MACH-12,4,matin,False,False,True,False,False,False,False,False,False,2025-06-15 13:44:00
INC-000047,MACH-15,2,apres-midi,False,False,False,True,False,False,False,False,False,2025-06-15 14:35:00
INC-000048,MACH-06,4,apres-midi,False,True,False,False,False,False,False,False,False,2025-06-15 20:54:00
INC-000049,MACH-01,3,nuit,True,False,False,False,False,False,False,False,False,2025-06-16 00:07:00
INC-000050,MACH-01,3,nuit,True,False,False,False,False,False,False,False,False,2025-06-16 00:50:00
INC-000051,MACH-05,4,nuit,False,False,False,False,False,False,True,True,False,2025-06-16 01:43:00
INC-000052,MACH-08,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-06-16 17:35:00
INC-000053,MACH-05,3,apres-midi,False,False,True,False,False,False,False,False,False,2025-06-16 21:17:00
INC-000054,MACH-05,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-06-16 21:24:00
INC-000055,MACH-01,4,nuit,True,False,False,False,False,False,False,True,False,2025-06-17 00:07:00
INC-000056,MACH-15,3,matin,False,False,False,False,False,False,False,False,True,2025-06-19 13:22:00
INC-000057,MACH-15,3,matin,False,False,False,False,False,False,False,False,True,2025-06-20 06:53:00
INC-000058,MACH-12,2,nuit,False,False,False,False,False,False,True,False,False,2025-06-20 23:25:00
INC-000059,MACH-11,3,matin,False,False,False,False,False,False,True,False,False,2025-06-21 08:07:00
INC-000060,MACH-12,2,matin,False,False,True,False,False,False,False,False,False,2025-06-21 10:38:00
INC-000061,MACH-05,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-06-21 20:55:00
INC-000062,MACH-06,2,nuit,False,True,False,False,False,False,False,False,False,2025-06-22 00:14:00
INC-000063,MACH-09,2,nuit,False,False,False,False,True,False,False,False,False,2025-06-22 04:50:00
INC-000064,MACH-05,3,matin,False,False,False,True,False,False,False,False,False,2025-06-22 12:16:00
INC-000065,MACH-15,2,apres-midi,True,False,False,False,False,False,False,False,False,2025-06-22 15:26:00
INC-000066,MACH-13,3,apres-midi,False,False,True,False,False,False,False,False,False,2025-06-22 19:31:00
INC-000067,MACH-08,3,apres-midi,False,True,False,False,False,False,False,False,False,2025-06-22 20:15:00
INC-000068,MACH-06,3,nuit,False,True,False,False,False,False,False,False,False,2025-06-23 00:14:00
INC-000069,MACH-13,3,nuit,False,False,True,False,False,False,False,False,False,2025-06-23 23:16:00
INC-000070,MACH-06,4,nuit,False,True,False,False,False,False,False,False,False,2025-06-24 00:14:00
INC-000071,MACH-06,2,nuit,False,False,False,False,False,False,False,False,True,2025-06-24 01:51:00
INC-000072,MACH-06,3,matin,False,True,False,False,False,False,False,False,False,2025-06-24 09:57:00
INC-000073,MACH-06,3,nuit,False,False,False,False,False,False,False,False,True,2025-06-25 01:51:00
INC-000074,MACH-03,3,nuit,True,False,False,False,False,False,False,False,False,2025-06-25 05:43:00
INC-000075,MACH-12,2,matin,False,False,True,False,False,False,False,False,False,2025-06-25 10:09:00
INC-000076,MACH-03,2,matin,True,False,False,False,False,False,False,False,False,2025-06-25 10:21:00
INC-000077,MACH-03,3,matin,True,False,False,False,False,False,False,False,False,2025-06-25 10:48:00
INC-000078,MACH-15,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-06-25 14:47:00
INC-000079,MACH-15,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-06-25 14:48:00
INC-000080,MACH-09,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-06-25 17:55:00
INC-000081,MACH-15,2,nuit,False,False,False,False,False,False,True,False,False,2025-06-26 00:07:00
INC-000082,MACH-06,4,nuit,False,False,False,False,False,False,False,False,True,2025-06-26 01:51:00
INC-000083,MACH-03,3,matin,True,False,False,False,False,False,False,False,False,2025-06-26 10:04:00
INC-000084,MACH-12,3,matin,False,False,True,False,False,False,False,False,False,2025-06-26 10:09:00
INC-000085,MACH-03,3,matin,True,False,False,False,False,False,False,False,False,2025-06-26 10:21:00
INC-000086,MACH-15,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-06-26 14:28:00
INC-000087,MACH-15,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-06-26 14:48:00
INC-000088,MACH-12,4,matin,False,False,True,False,False,False,False,False,False,2025-06-27 10:09:00
INC-000089,MACH-03,5,matin,True,False,False,False,False,False,False,False,False,2025-06-27 10:21:00
INC-000090,MACH-03,3,matin,False,False,False,False,True,False,False,False,False,2025-06-27 13:11:00
INC-000091,MACH-15,4,apres-midi,False,False,False,False,False,False,True,True,False,2025-06-27 14:48:00
INC-000092,MACH-10,2,matin,False,True,False,False,False,False,False,False,False,2025-06-30 07:53:00
INC-000093,MACH-09,3,matin,False,False,False,False,False,False,True,False,False,2025-07-01 07:19:00
INC-000094,MACH-10,3,matin,False,True,False,False,False,False,False,False,False,2025-07-01 07:53:00
INC-000095,MACH-05,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-07-01 16:18:00
INC-000096,MACH-08,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-07-01 20:53:00
INC-000097,MACH-13,2,matin,False,False,False,False,True,False,False,False,False,2025-07-02 06:33:00
INC-000098,MACH-10,4,matin,False,True,False,False,False,False,False,False,False,2025-07-02 07:53:00
INC-000099,MACH-08,2,apres-midi,False,False,False,True,False,False,False,False,False,2025-07-02 16:53:00
INC-000100,MACH-04,2,apres-midi,False,False,False,True,False,False,False,False,False,2025-07-02 21:35:00
INC-000101,MACH-10,2,matin,False,False,True,False,False,False,False,False,False,2025-07-03 06:09:00
INC-000102,MACH-13,3,matin,False,False,False,False,True,False,False,False,False,2025-07-03 06:10:00
INC-000103,MACH-13,3,matin,False,False,False,False,True,False,False,False,False,2025-07-03 06:33:00
INC-000104,MACH-03,2,nuit,False,False,False,False,True,False,False,False,False,2025-07-03 23:04:00
INC-000105,MACH-03,3,nuit,False,False,False,False,True,False,False,False,False,2025-07-03 23:17:00
INC-000106,MACH-13,4,matin,False,False,False,False,True,False,False,False,False,2025-07-04 06:33:00
INC-000107,MACH-03,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-07-04 14:09:00
INC-000108,MACH-03,2,apres-midi,False,False,False,False,True,False,False,False,False,2025-07-04 14:10:00
INC-000109,MACH-09,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-07-04 18:26:00
INC-000110,MACH-03,3,nuit,False,False,False,False,True,False,False,False,False,2025-07-04 23:04:00
INC-000111,MACH-03,3,nuit,False,False,False,False,True,False,False,False,False,2025-07-04 23:07:00
INC-000112,MACH-11,3,nuit,False,False,False,False,False,False,False,False,True,2025-07-05 01:31:00
INC-000113,MACH-03,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-07-05 14:02:00
INC-000114,MACH-03,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-07-05 14:10:00
INC-000115,MACH-03,2,apres-midi,False,True,False,False,False,False,False,False,False,2025-07-05 15:25:00
INC-000116,MACH-03,3,apres-midi,False,True,False,False,False,False,False,False,False,2025-07-05 15:41:00
INC-000117,MACH-03,5,nuit,False,False,False,False,True,False,False,False,False,2025-07-05 23:04:00
INC-000118,MACH-02,2,matin,False,False,False,False,False,False,False,False,True,2025-07-06 11:12:00
INC-000119,MACH-03,5,apres-midi,False,False,False,False,True,False,False,False,False,2025-07-06 14:10:00
INC-000120,MACH-03,3,apres-midi,False,True,False,False,False,False,False,False,False,2025-07-06 15:25:00
INC-000121,MACH-03,3,apres-midi,False,True,False,False,False,False,False,False,False,2025-07-06 15:48:00
INC-000122,MACH-06,2,nuit,False,False,False,False,False,False,False,False,True,2025-07-06 23:30:00
INC-000123,MACH-05,3,matin,False,False,True,False,False,False,False,False,False,2025-07-07 12:04:00
INC-000124,MACH-03,5,apres-midi,False,True,False,False,False,False,False,False,False,2025-07-07 15:25:00
INC-000125,MACH-06,3,nuit,False,False,False,False,False,False,False,False,True,2025-07-07 23:30:00
INC-000126,MACH-03,2,nuit,False,False,False,False,False,False,False,False,True,2025-07-08 05:29:00
INC-000127,MACH-03,3,nuit,False,False,False,False,False,False,False,False,True,2025-07-08 05:34:00
INC-000128,MACH-02,2,apres-midi,False,True,False,False,False,False,False,False,False,2025-07-08 19:46:00
INC-000129,MACH-06,4,nuit,False,False,False,False,False,False,False,False,True,2025-07-08 23:30:00
INC-000130,MACH-13,2,nuit,False,False,False,False,True,False,False,False,False,2025-07-09 04:31:00
INC-000131,MACH-13,3,nuit,False,False,False,False,True,False,False,False,False,2025-07-09 04:39:00
INC-000132,MACH-03,3,nuit,False,False,False,False,False,False,False,False,True,2025-07-09 05:29:00
INC-000133,MACH-03,3,nuit,False,False,False,False,False,False,False,False,True,2025-07-09 05:46:00
INC-000134,MACH-10,2,matin,False,False,False,False,True,False,False,False,False,2025-07-09 07:23:00
INC-000135,MACH-10,2,matin,True,False,False,False,False,False,False,False,False,2025-07-09 09:03:00
INC-000136,MACH-10,2,matin,True,False,False,False,False,False,False,False,False,2025-07-09 09:48:00
INC-000137,MACH-02,3,apres-midi,False,True,False,False,False,False,False,False,False,2025-07-09 19:46:00
INC-000138,MACH-05,3,nuit,False,False,False,False,False,False,False,False,True,2025-07-09 22:19:00
INC-000139,MACH-13,3,nuit,False,False,False,False,True,False,False,False,False,2025-07-10 04:31:00
INC-000140,MACH-13,3,nuit,False,False,False,False,True,False,False,False,False,2025-07-10 04:57:00
INC-000141,MACH-03,5,nuit,False,False,False,False,False,False,False,False,True,2025-07-10 05:29:00
INC-000142,MACH-08,3,matin,False,False,False,False,False,False,False,False,True,2025-07-10 08:42:00
INC-000143,MACH-10,3,matin,True,False,False,False,False,False,False,False,False,2025-07-10 09:03:00
INC-000144,MACH-10,3,matin,True,False,False,False,False,False,False,False,False,2025-07-10 09:50:00
INC-000145,MACH-02,4,apres-midi,False,True,False,False,False,False,False,False,False,2025-07-10 19:46:00
INC-000146,MACH-12,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-07-10 21:49:00
INC-000147,MACH-13,4,nuit,False,False,False,False,True,False,False,False,False,2025-07-11 04:31:00
INC-000148,MACH-10,4,matin,True,False,False,False,False,False,False,True,False,2025-07-11 09:03:00
INC-000149,MACH-12,2,nuit,False,False,False,True,False,False,False,False,False,2025-07-12 03:51:00
INC-000150,MACH-12,3,nuit,False,False,False,True,False,False,False,False,False,2025-07-13 03:51:00
INC-000151,MACH-04,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-07-13 20:11:00
INC-000152,MACH-12,4,nuit,False,False,False,True,False,False,False,False,False,2025-07-14 03:51:00
INC-000153,MACH-08,3,nuit,True,False,False,False,False,False,False,False,False,2025-07-15 01:14:00
INC-000154,MACH-03,3,nuit,False,False,False,False,True,False,False,False,False,2025-07-15 02:13:00
INC-000155,MACH-13,3,nuit,False,False,False,False,True,False,False,False,False,2025-07-15 05:15:00
INC-000156,MACH-09,2,matin,False,False,False,True,False,False,False,False,False,2025-07-15 09:55:00
INC-000157,MACH-08,2,nuit,False,False,False,False,True,False,False,False,False,2025-07-15 22:37:00
INC-000158,MACH-09,3,matin,False,False,False,True,False,False,False,False,False,2025-07-16 09:55:00
INC-000159,MACH-09,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-07-16 16:03:00
INC-000160,MACH-10,3,matin,False,False,True,False,False,False,False,False,False,2025-07-17 08:33:00
INC-000161,MACH-09,5,matin,False,False,False,True,False,False,False,False,False,2025-07-17 09:55:00
INC-000162,MACH-09,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-07-17 16:03:00
INC-000163,MACH-02,2,matin,False,False,False,False,False,False,False,False,True,2025-07-18 06:53:00
INC-000164,MACH-11,3,matin,False,False,False,False,False,False,True,False,False,2025-07-18 10:24:00
INC-000165,MACH-05,2,apres-midi,True,False,False,False,False,False,False,False,False,2025-07-18 14:17:00
INC-000166,MACH-09,5,apres-midi,False,False,False,False,False,False,True,False,False,2025-07-18 16:03:00
INC-000167,MACH-02,3,matin,False,False,False,False,False,False,False,False,True,2025-07-19 06:53:00
INC-000168,MACH-13,2,matin,False,False,False,False,True,False,False,False,False,2025-07-19 13:06:00
INC-000169,MACH-02,4,matin,False,False,False,False,False,False,False,False,True,2025-07-20 06:53:00
INC-000170,MACH-03,3,matin,False,False,False,False,True,False,False,False,False,2025-07-20 08:30:00
INC-000171,MACH-13,3,matin,False,False,False,False,True,False,False,False,False,2025-07-20 13:06:00
INC-000172,MACH-13,3,matin,False,False,False,False,True,False,False,False,False,2025-07-20 13:51:00
INC-000173,MACH-05,2,apres-midi,False,False,False,False,True,False,False,False,False,2025-07-20 18:07:00
INC-000174,MACH-06,2,nuit,False,False,False,False,True,False,False,False,False,2025-07-20 22:24:00
INC-000175,MACH-01,3,matin,False,False,True,False,False,False,False,False,False,2025-07-21 11:06:00
INC-000176,MACH-13,4,matin,False,False,False,False,True,False,False,False,False,2025-07-21 13:06:00
INC-000177,MACH-05,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-07-21 18:07:00
INC-000178,MACH-06,3,nuit,False,False,False,False,True,False,False,False,False,2025-07-21 22:24:00
INC-000179,MACH-01,2,matin,False,False,False,False,False,False,True,False,False,2025-07-22 12:52:00
INC-000180,MACH-05,5,apres-midi,False,False,False,False,True,False,False,False,False,2025-07-22 18:07:00
INC-000181,MACH-10,2,apres-midi,False,True,False,False,False,False,False,False,False,2025-07-22 20:56:00
INC-000182,MACH-04,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-07-22 21:03:00
INC-000183,MACH-06,4,nuit,False,False,False,False,True,False,False,False,False,2025-07-22 22:24:00
INC-000184,MACH-07,3,nuit,False,True,False,False,False,False,False,False,False,2025-07-22 23:53:00
INC-000185,MACH-13,2,nuit,False,False,False,False,False,False,True,False,False,2025-07-23 02:19:00
INC-000186,MACH-13,3,nuit,False,False,False,False,False,False,True,False,False,2025-07-23 02:40:00
INC-000187,MACH-01,3,matin,False,False,False,False,False,False,True,False,False,2025-07-23 12:06:00
INC-000188,MACH-01,3,matin,False,False,False,False,False,False,True,False,False,2025-07-23 12:52:00
INC-000189,MACH-10,3,apres-midi,False,True,False,False,False,False,False,False,False,2025-07-23 20:56:00
INC-000190,MACH-13,3,nuit,False,False,False,False,False,False,True,False,False,2025-07-24 02:19:00
INC-000191,MACH-13,3,nuit,False,False,False,False,False,False,True,False,False,2025-07-24 02:48:00
INC-000192,MACH-03,3,matin,False,False,False,True,False,False,False,False,False,2025-07-24 08:49:00
INC-000193,MACH-05,3,matin,False,False,False,False,False,False,False,False,True,2025-07-24 11:46:00
INC-000194,MACH-01,4,matin,False,False,False,False,False,False,True,False,False,2025-07-24 12:52:00
INC-000195,MACH-08,2,matin,True,False,False,False,False,False,False,False,False,2025-07-24 13:14:00
INC-000196,MACH-10,4,apres-midi,False,True,False,False,False,False,False,False,False,2025-07-24 20:56:00
INC-000197,MACH-13,4,nuit,False,False,False,False,False,False,True,False,False,2025-07-25 02:19:00
INC-000198,MACH-15,2,apres-midi,True,False,False,False,False,False,False,False,False,2025-07-25 17:36:00
INC-000199,MACH-15,2,apres-midi,True,False,False,False,False,False,False,False,False,2025-07-25 17:46:00
INC-000200,MACH-15,3,apres-midi,True,False,False,False,False,False,False,False,False,2025-07-26 17:34:00
INC-000201,MACH-15,3,apres-midi,True,False,False,False,False,False,False,False,False,2025-07-26 17:36:00
INC-000202,MACH-09,2,nuit,False,False,False,False,False,False,False,False,True,2025-07-26 23:08:00
INC-000203,MACH-09,2,nuit,False,False,False,False,False,False,False,False,True,2025-07-26 23:45:00
INC-000204,MACH-04,2,matin,False,False,True,False,False,False,False,False,False,2025-07-27 12:37:00
INC-000205,MACH-15,4,apres-midi,True,False,False,False,False,False,False,True,False,2025-07-27 17:36:00
INC-000206,MACH-15,3,apres-midi,False,False,True,False,False,False,False,False,False,2025-07-27 20:45:00
INC-000207,MACH-09,3,nuit,False,False,False,False,False,False,False,False,True,2025-07-27 23:08:00
INC-000208,MACH-09,3,nuit,False,False,False,False,False,False,False,False,True,2025-07-27 23:43:00
INC-000209,MACH-07,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-07-28 14:48:00
INC-000210,MACH-06,2,apres-midi,False,False,False,True,False,False,False,False,False,2025-07-28 17:31:00
INC-000211,MACH-09,4,nuit,False,False,False,False,False,False,False,False,True,2025-07-28 23:08:00
INC-000212,MACH-07,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-07-29 14:48:00
INC-000213,MACH-06,3,apres-midi,False,False,False,True,False,False,False,False,False,2025-07-29 17:31:00
INC-000214,MACH-06,2,apres-midi,False,False,True,False,False,False,False,False,False,2025-07-29 18:48:00
INC-000215,MACH-07,4,apres-midi,False,False,False,False,False,False,True,False,False,2025-07-30 14:48:00
INC-000216,MACH-06,4,apres-midi,False,False,False,True,False,False,False,False,False,2025-07-30 17:31:00
INC-000217,MACH-06,3,apres-midi,False,False,True,False,False,False,False,False,False,2025-07-30 18:48:00
INC-000218,MACH-14,2,nuit,False,False,False,True,False,False,False,False,False,2025-07-31 01:19:00
INC-000219,MACH-01,3,nuit,False,False,False,False,True,False,False,False,False,2025-07-31 04:30:00
INC-000220,MACH-11,3,matin,False,False,False,False,False,False,True,False,False,2025-07-31 11:56:00
INC-000221,MACH-03,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-07-31 17:49:00
INC-000222,MACH-06,4,apres-midi,False,False,True,False,False,False,False,False,False,2025-07-31 18:48:00
INC-000223,MACH-09,2,apres-midi,False,False,False,True,False,False,False,False,False,2025-08-01 17:37:00
INC-000224,MACH-01,3,nuit,False,False,False,False,True,False,False,False,False,2025-08-02 02:27:00
INC-000225,MACH-09,2,matin,False,False,False,False,True,False,False,False,False,2025-08-02 09:45:00
INC-000226,MACH-08,3,matin,False,False,True,False,False,False,False,False,False,2025-08-02 12:22:00
INC-000227,MACH-09,3,apres-midi,False,False,False,True,False,False,False,False,False,2025-08-02 17:37:00
INC-000228,MACH-13,2,nuit,True,False,False,False,False,False,False,False,False,2025-08-02 22:08:00
INC-000229,MACH-13,3,nuit,True,False,False,False,False,False,False,False,False,2025-08-02 22:40:00
INC-000230,MACH-12,2,matin,False,True,False,False,False,False,False,False,False,2025-08-03 07:25:00
INC-000231,MACH-09,5,apres-midi,False,False,False,True,False,False,False,False,False,2025-08-03 17:37:00
INC-000232,MACH-13,3,nuit,True,False,False,False,False,False,False,False,False,2025-08-03 22:08:00
INC-000233,MACH-13,3,nuit,True,False,False,False,False,False,False,False,False,2025-08-03 22:15:00
INC-000234,MACH-05,3,nuit,False,False,False,False,False,False,True,False,False,2025-08-04 03:16:00
INC-000235,MACH-08,3,matin,False,False,False,False,True,False,False,False,False,2025-08-04 07:04:00
INC-000236,MACH-12,3,matin,False,True,False,False,False,False,False,False,False,2025-08-04 07:25:00
INC-000237,MACH-13,4,nuit,True,False,False,False,False,False,False,False,False,2025-08-04 22:08:00
INC-000238,MACH-12,4,matin,False,True,False,False,False,False,False,False,False,2025-08-05 07:25:00
INC-000239,MACH-15,2,matin,False,False,False,False,True,False,False,False,False,2025-08-05 10:28:00
INC-000240,MACH-10,3,matin,False,False,False,False,True,False,False,False,False,2025-08-05 11:10:00
INC-000241,MACH-01,2,nuit,False,False,False,True,False,False,False,False,False,2025-08-06 01:29:00
INC-000242,MACH-01,3,nuit,False,False,False,True,False,False,False,False,False,2025-08-07 01:29:00
INC-000243,MACH-01,3,nuit,False,False,False,True,False,False,False,False,False,2025-08-07 01:35:00
INC-000244,MACH-07,2,nuit,True,False,False,False,False,False,False,False,False,2025-08-07 04:14:00
INC-000245,MACH-10,3,apres-midi,False,False,False,True,False,False,False,False,False,2025-08-07 18:20:00
INC-000246,MACH-13,3,nuit,False,False,False,True,False,False,False,False,False,2025-08-08 00:21:00
INC-000247,MACH-01,4,nuit,False,False,False,True,False,False,False,False,False,2025-08-08 01:29:00
INC-000248,MACH-08,3,nuit,False,False,False,False,True,False,False,False,False,2025-08-08 02:21:00
INC-000249,MACH-09,2,matin,False,True,False,False,False,False,False,False,False,2025-08-08 13:43:00
INC-000250,MACH-08,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-08-09 14:25:00
INC-000251,MACH-12,3,matin,False,False,False,False,False,False,True,False,False,2025-08-10 12:22:00
INC-000252,MACH-14,2,nuit,False,False,False,True,False,False,False,False,False,2025-08-10 22:11:00
INC-000253,MACH-05,2,matin,False,True,False,False,False,False,False,False,False,2025-08-11 12:46:00
INC-000254,MACH-08,3,nuit,False,False,True,False,False,False,False,False,False,2025-08-11 22:40:00
INC-000255,MACH-03,3,nuit,False,False,False,True,False,False,False,False,False,2025-08-11 23:14:00
INC-000256,MACH-05,3,matin,False,True,False,False,False,False,False,False,False,2025-08-12 12:46:00
INC-000257,MACH-15,3,matin,False,False,False,False,True,False,False,False,False,2025-08-13 08:17:00
INC-000258,MACH-05,5,matin,False,True,False,False,False,False,False,False,False,2025-08-13 12:46:00
INC-000259,MACH-02,3,matin,False,False,False,False,True,False,False,False,False,2025-08-14 13:55:00
INC-000260,MACH-01,2,nuit,False,True,False,False,False,False,False,False,False,2025-08-14 23:28:00
INC-000261,MACH-07,3,apres-midi,False,False,True,False,False,False,False,False,False,2025-08-15 15:53:00
INC-000262,MACH-01,3,nuit,False,True,False,False,False,False,False,False,False,2025-08-15 23:28:00
INC-000263,MACH-01,3,nuit,False,True,False,False,False,False,False,False,False,2025-08-15 23:49:00
INC-000264,MACH-05,2,nuit,False,False,True,False,False,False,False,False,False,2025-08-16 03:19:00
INC-000265,MACH-01,4,nuit,False,True,False,False,False,False,False,False,False,2025-08-16 23:28:00
INC-000266,MACH-05,3,nuit,False,False,True,False,False,False,False,False,False,2025-08-17 03:19:00
INC-000267,MACH-12,3,apres-midi,False,True,False,False,False,False,False,False,False,2025-08-17 19:44:00
INC-000268,MACH-05,5,nuit,False,False,True,False,False,False,False,False,False,2025-08-18 03:19:00
INC-000269,MACH-14,2,matin,False,False,False,False,False,False,True,False,False,2025-08-18 10:49:00
INC-000270,MACH-06,3,matin,False,True,False,False,False,False,False,False,False,2025-08-19 06:27:00
INC-000271,MACH-14,3,matin,False,False,False,False,False,False,True,False,False,2025-08-19 10:49:00
INC-000272,MACH-09,2,nuit,True,False,False,False,False,False,False,False,False,2025-08-19 22:32:00
INC-000273,MACH-07,3,matin,False,False,True,False,False,False,False,False,False,2025-08-20 07:55:00
INC-000274,MACH-14,4,matin,False,False,False,False,False,False,True,False,False,2025-08-20 10:49:00
INC-000275,MACH-14,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-08-20 14:28:00
INC-000276,MACH-13,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-08-20 20:38:00
INC-000277,MACH-09,3,nuit,True,False,False,False,False,False,False,False,False,2025-08-20 22:12:00
INC-000278,MACH-09,3,nuit,True,False,False,False,False,False,False,False,False,2025-08-20 22:32:00
INC-000279,MACH-08,2,apres-midi,False,False,False,True,False,False,False,False,False,2025-08-21 18:46:00
